input	base	family	operator	expected	actual	class_match	location	location_match	location_primary	lean_agree	replay_ok	total_bytes	policy_bytes	payload_bytes	hs_check_ns	lean_wall_ns
fixtures/mutants/pinn.C03--group-conflict-0.sexp	pinn.C03	data-integrity	group-conflict	reject-R9	reject-R9	true	group:mut_g	true	true	true	-	16466	7431	9035	40301	3965892
fixtures/mutants/self-expansion.C04--group-conflict-0.sexp	self-expansion.C04	data-integrity	group-conflict	reject-R9	reject-R9	true	group:mut_g	true	true	true	-	16445	7431	9014	32391	4089004
fixtures/mutants/all-in-one.C03--group-conflict-0.sexp	all-in-one.C03	data-integrity	group-conflict	reject-R9	reject-R9	true	group:mut_g	true	true	true	-	16388	7431	8957	20181	4536552
fixtures/mutants/all-in-one.C06--group-conflict-0.sexp	all-in-one.C06	data-integrity	group-conflict	reject-R9	reject-R9	true	group:mut_g	true	true	true	-	16527	7431	9096	19570	4361479
fixtures/mutants/mechanistic-understanding.C02--group-conflict-0.sexp	mechanistic-understanding.C02	data-integrity	group-conflict	reject-R9	reject-R9	true	group:mut_g	true	true	true	-	16514	7431	9083	13831	3516344
fixtures/mutants/rebench-rust_codecontests.C02--retract-rule-0.sexp	rebench-rust_codecontests.C02	localization	retract-rule	reject-R1	reject-R1	true	arg:0	true	true	true	-	16284	7060	9224	416267	4268977
fixtures/mutants/self-composing-policies.C01--retract-rule-0.sexp	self-composing-policies.C01	localization	retract-rule	reject-R1	reject-R1	true	arg:0	true	true	true	-	16251	7090	9161	518210	4509621
fixtures/mutants/adaptive-pruning.C04--retract-rule-0.sexp	adaptive-pruning.C04	localization	retract-rule	reject-R1	reject-R1	true	arg:0	true	true	true	-	16630	7006	9624	792864	4083814
fixtures/mutants/rice.C01--retract-rule-0.sexp	rice.C01	localization	retract-rule	reject-R1	reject-R1	true	arg:0	true	true	true	-	16259	7090	9169	506889	4228867
fixtures/mutants/test-time-model-adaptation.C04--retract-rule-0.sexp	test-time-model-adaptation.C04	localization	retract-rule	reject-R1	reject-R1	true	arg:0	true	true	true	-	16441	6952	9489	887125	4308618
fixtures/mutants/fre.C04--retract-rule-0.sexp	fre.C04	localization	retract-rule	reject-R1	reject-R1	true	arg:0	true	true	true	-	16402	6952	9450	335746	4244807
fixtures/mutants/sample-specific-masks.C05--retract-rule-0.sexp	sample-specific-masks.C05	localization	retract-rule	reject-R1	reject-R1	true	arg:0	true	true	true	-	16232	6952	9280	1152001	4688275
fixtures/mutants/fre.C01--retract-rule-0.sexp	fre.C01	localization	retract-rule	reject-R1	reject-R1	true	arg:0	true	true	true	-	16185	6838	9347	368957	3942012
fixtures/mutants/sample-specific-masks.C06--retract-rule-0.sexp	sample-specific-masks.C06	localization	retract-rule	reject-R1	reject-R1	true	arg:0	true	true	true	-	16336	6838	9498	1126790	4360499
fixtures/mutants/rebench-triton_cumsum.C09--retract-rule-0.sexp	rebench-triton_cumsum.C09	localization	retract-rule	reject-R1	reject-R1	true	arg:0	true	true	true	-	16371	7009	9362	935017	4343008
fixtures/mutants/pinn.C01--retract-rule-0.sexp	pinn.C01	localization	retract-rule	reject-R1	reject-R1	true	arg:0	true	true	true	-	16292	7009	9283	365086	4244707
fixtures/mutants/bam.C05--retract-rule-0.sexp	bam.C05	localization	retract-rule	reject-R1	reject-R1	true	arg:0	true	true	true	-	16190	6838	9352	507939	3833839
fixtures/mutants/fre.C04--cross-stage-defect-0.sexp	fre.C04	localization	cross-stage-defect	reject-R4	reject-R4	true	arg:0	true	true	true	-	16891	7431	9460	427178	4883299
fixtures/mutants/test-time-model-adaptation.C04--cross-stage-defect-0.sexp	test-time-model-adaptation.C04	localization	cross-stage-defect	reject-R4	reject-R4	true	arg:0	true	true	true	-	16930	7431	9499	867556	4637614
fixtures/mutants/rebench-triton_cumsum.C09--cross-stage-defect-0.sexp	rebench-triton_cumsum.C09	localization	cross-stage-defect	reject-R4	reject-R4	true	arg:0	true	true	true	-	16803	7431	9372	1232242	4423720
fixtures/mutants/semantic-self-consistency.C03--undeclared-pred-0.sexp	semantic-self-consistency.C03	signature	undeclared-pred	reject-R2	reject-R2	true	policy	true	true	true	-	16505	7431	9074	1139080	4722245
fixtures/mutants/robust-clip.C07--undeclared-pred-0.sexp	robust-clip.C07	signature	undeclared-pred	reject-R2	reject-R2	true	policy	true	true	true	-	16435	7431	9004	880966	4894999
fixtures/mutants/adaptive-pruning.C03--undeclared-pred-0.sexp	adaptive-pruning.C03	signature	undeclared-pred	reject-R2	reject-R2	true	policy	true	true	true	-	16589	7431	9158	372007	4231816
fixtures/mutants/stochastic-interpolants.C03--undeclared-pred-0.sexp	stochastic-interpolants.C03	signature	undeclared-pred	reject-R2	reject-R2	true	policy	true	true	true	-	16495	7431	9064	498049	4373789
fixtures/mutants/robust-clip.C02--undeclared-pred-0.sexp	robust-clip.C02	signature	undeclared-pred	reject-R2	reject-R2	true	policy	true	true	true	-	16383	7431	8952	438118	4345609
fixtures/mutants/stay-on-topic-with-classifier-free-guidance.C02--undeclared-pred-0.sexp	stay-on-topic-with-classifier-free-guidance.C02	signature	undeclared-pred	reject-R2	reject-R2	true	policy	true	true	true	-	16466	7431	9035	400617	3780098
fixtures/mutants/sample-specific-masks.C05--undeclared-pred-0.sexp	sample-specific-masks.C05	signature	undeclared-pred	reject-R2	reject-R2	true	policy	true	true	true	-	16722	7431	9291	829655	4445500
fixtures/mutants/mechanistic-understanding.C04--undeclared-pred-0.sexp	mechanistic-understanding.C04	signature	undeclared-pred	reject-R2	reject-R2	true	policy	true	true	true	-	16286	7431	8855	340886	4004142
fixtures/mutants/sapg.C01--undeclared-pred-0.sexp	sapg.C01	signature	undeclared-pred	reject-R2	reject-R2	true	policy	true	true	true	-	16355	7431	8924	500489	4009653
fixtures/mutants/bbox.C05--undeclared-pred-0.sexp	bbox.C05	signature	undeclared-pred	reject-R2	reject-R2	true	policy	true	true	true	-	16442	7431	9011	499699	3933061
fixtures/mutants/self-expansion.C03--undeclared-pred-0.sexp	self-expansion.C03	signature	undeclared-pred	reject-R2	reject-R2	true	policy	true	true	true	-	16421	7431	8990	440768	4222967
fixtures/mutants/mechanistic-understanding.C02--undeclared-pred-0.sexp	mechanistic-understanding.C02	signature	undeclared-pred	reject-R2	reject-R2	true	policy	true	true	true	-	16482	7431	9051	416838	3764608
fixtures/mutants/stay-on-topic-with-classifier-free-guidance.C05--wrong-pred-arity-0.sexp	stay-on-topic-with-classifier-free-guidance.C05	signature	wrong-pred-arity	reject-R2	reject-R2	true	policy	true	true	true	-	16245	7431	8814	386856	4598923
fixtures/mutants/bridging-data-gaps.C05--wrong-pred-arity-0.sexp	bridging-data-gaps.C05	signature	wrong-pred-arity	reject-R2	reject-R2	true	policy	true	true	true	-	16392	7431	8961	345627	4465021
fixtures/mutants/adaptive-pruning.C04--wrong-pred-arity-0.sexp	adaptive-pruning.C04	signature	wrong-pred-arity	reject-R2	reject-R2	true	policy	true	true	true	-	16944	7431	9513	600201	4109134
fixtures/mutants/stay-on-topic-with-classifier-free-guidance.C06--wrong-pred-arity-0.sexp	stay-on-topic-with-classifier-free-guidance.C06	signature	wrong-pred-arity	reject-R2	reject-R2	true	policy	true	true	true	-	16300	7431	8869	608541	4431331
fixtures/mutants/adaptive-pruning.C03--wrong-pred-arity-0.sexp	adaptive-pruning.C03	signature	wrong-pred-arity	reject-R2	reject-R2	true	policy	true	true	true	-	16460	7431	9029	334386	4402900
fixtures/mutants/semantic-self-consistency.C06--wrong-pred-arity-0.sexp	semantic-self-consistency.C06	signature	wrong-pred-arity	reject-R2	reject-R2	true	policy	true	true	true	-	16207	7431	8776	595791	4205156
fixtures/mutants/rebench-fix_embedding.C12--wrong-pred-arity-0.sexp	rebench-fix_embedding.C12	signature	wrong-pred-arity	reject-R2	reject-R2	true	policy	true	true	true	-	16339	7431	8908	359886	4235137
fixtures/mutants/all-in-one.C05--wrong-pred-arity-0.sexp	all-in-one.C05	signature	wrong-pred-arity	reject-R2	reject-R2	true	policy	true	true	true	-	16332	7431	8901	945498	4384070
fixtures/mutants/bbox.C05--wrong-pred-arity-0.sexp	bbox.C05	signature	wrong-pred-arity	reject-R2	reject-R2	true	policy	true	true	true	-	16308	7431	8877	1028848	4327959
fixtures/mutants/all-in-one.C03--wrong-pred-arity-0.sexp	all-in-one.C03	signature	wrong-pred-arity	reject-R2	reject-R2	true	policy	true	true	true	-	16252	7431	8821	321746	4272457
fixtures/mutants/pinn.C03--wrong-pred-arity-0.sexp	pinn.C03	signature	wrong-pred-arity	reject-R2	reject-R2	true	policy	true	true	true	-	16310	7431	8879	302115	4839058
fixtures/mutants/test-time-model-adaptation.C05--wrong-pred-arity-0.sexp	test-time-model-adaptation.C05	signature	wrong-pred-arity	reject-R2	reject-R2	true	policy	true	true	true	-	16457	7431	9026	810944	4360909
fixtures/mutants/stay-on-topic-with-classifier-free-guidance.C06--wrong-arg-sort-0.sexp	stay-on-topic-with-classifier-free-guidance.C06	signature	wrong-arg-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16305	7431	8874	384517	3702367
fixtures/mutants/sapg.C06--wrong-arg-sort-0.sexp	sapg.C06	signature	wrong-arg-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16520	7431	9089	323136	4130665
fixtures/mutants/robust-clip.C02--wrong-arg-sort-0.sexp	robust-clip.C02	signature	wrong-arg-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16369	7431	8938	346796	4450451
fixtures/mutants/semantic-self-consistency.C03--wrong-arg-sort-0.sexp	semantic-self-consistency.C03	signature	wrong-arg-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16495	7431	9064	339257	4583583
fixtures/mutants/bbox.C02--wrong-arg-sort-0.sexp	bbox.C02	signature	wrong-arg-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16481	7431	9050	319345	4177866
fixtures/mutants/self-composing-policies.C04--wrong-arg-sort-0.sexp	self-composing-policies.C04	signature	wrong-arg-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16450	7431	9019	337126	4082885
fixtures/mutants/bbox.C04--wrong-arg-sort-0.sexp	bbox.C04	signature	wrong-arg-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16384	7431	8953	357636	4087194
fixtures/mutants/bam.C06--wrong-arg-sort-0.sexp	bam.C06	signature	wrong-arg-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16400	7431	8969	306396	4573813
fixtures/mutants/bridging-data-gaps.C03--wrong-arg-sort-0.sexp	bridging-data-gaps.C03	signature	wrong-arg-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16510	7431	9079	341516	4242637
fixtures/mutants/test-time-model-adaptation.C04--wrong-arg-sort-0.sexp	test-time-model-adaptation.C04	signature	wrong-arg-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16904	7431	9473	346967	4488901
fixtures/mutants/all-in-one.C01--wrong-arg-sort-0.sexp	all-in-one.C01	signature	wrong-arg-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16510	7431	9079	354556	4383989
fixtures/mutants/stay-on-topic-with-classifier-free-guidance.C05--wrong-arg-sort-0.sexp	stay-on-topic-with-classifier-free-guidance.C05	signature	wrong-arg-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16459	7431	9028	661861	4219887
fixtures/mutants/sample-specific-masks.C06--undeclared-con-0.sexp	sample-specific-masks.C06	signature	undeclared-con	reject-R2	reject-R2	true	policy	true	true	true	-	16937	7431	9506	348917	4611384
fixtures/mutants/rice.C01--undeclared-con-0.sexp	rice.C01	signature	undeclared-con	reject-R2	reject-R2	true	policy	true	true	true	-	16594	7431	9163	344266	4091634
fixtures/mutants/sequential-neural-score-estimation.C04--undeclared-con-0.sexp	sequential-neural-score-estimation.C04	signature	undeclared-con	reject-R2	reject-R2	true	policy	true	true	true	-	16515	7431	9084	373886	4026723
fixtures/mutants/bridging-data-gaps.C03--undeclared-con-0.sexp	bridging-data-gaps.C03	signature	undeclared-con	reject-R2	reject-R2	true	policy	true	true	true	-	16539	7431	9108	362726	4551962
fixtures/mutants/fre.C03--undeclared-con-0.sexp	fre.C03	signature	undeclared-con	reject-R2	reject-R2	true	policy	true	true	true	-	16369	7431	8938	471148	4850308
fixtures/mutants/pinn.C05--undeclared-con-0.sexp	pinn.C05	signature	undeclared-con	reject-R2	reject-R2	true	policy	true	true	true	-	16403	7431	8972	476168	4575393
fixtures/mutants/rebench-restricted_mlm.C14--undeclared-con-0.sexp	rebench-restricted_mlm.C14	signature	undeclared-con	reject-R2	reject-R2	true	policy	true	true	true	-	16666	7431	9235	477609	4188666
fixtures/mutants/fre.C04--undeclared-con-0.sexp	fre.C04	signature	undeclared-con	reject-R2	reject-R2	true	policy	true	true	true	-	16896	7431	9465	446709	4394990
fixtures/mutants/bbox.C06--undeclared-con-0.sexp	bbox.C06	signature	undeclared-con	reject-R2	reject-R2	true	policy	true	true	true	-	16497	7431	9066	484358	4382229
fixtures/mutants/bam.C05--undeclared-con-0.sexp	bam.C05	signature	undeclared-con	reject-R2	reject-R2	true	policy	true	true	true	-	16798	7431	9367	489469	3907221
fixtures/mutants/all-in-one.C06--undeclared-con-0.sexp	all-in-one.C06	signature	undeclared-con	reject-R2	reject-R2	true	policy	true	true	true	-	16491	7431	9060	491889	5178514
fixtures/mutants/self-composing-policies.C04--undeclared-con-0.sexp	self-composing-policies.C04	signature	undeclared-con	reject-R2	reject-R2	true	policy	true	true	true	-	16479	7431	9048	1163971	4816628
fixtures/mutants/rebench-triton_cumsum.C09--wrong-theta-sort-0.sexp	rebench-triton_cumsum.C09	signature	wrong-theta-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16784	7431	9353	476698	4119095
fixtures/mutants/pinn.C01--wrong-theta-sort-0.sexp	pinn.C01	signature	wrong-theta-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16686	7431	9255	578921	4007923
fixtures/mutants/rebench-restricted_mlm.C14--wrong-theta-sort-0.sexp	rebench-restricted_mlm.C14	signature	wrong-theta-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16696	7431	9265	349076	4603684
fixtures/mutants/fre.C01--wrong-theta-sort-0.sexp	fre.C01	signature	wrong-theta-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16774	7431	9343	476619	4808707
fixtures/mutants/rice.C01--wrong-theta-sort-0.sexp	rice.C01	signature	wrong-theta-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16600	7431	9169	1199971	4646275
fixtures/mutants/sample-specific-masks.C06--wrong-theta-sort-0.sexp	sample-specific-masks.C06	signature	wrong-theta-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16917	7431	9486	1249462	4472821
fixtures/mutants/sample-specific-masks.C05--wrong-theta-sort-0.sexp	sample-specific-masks.C05	signature	wrong-theta-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16711	7431	9280	497129	4344278
fixtures/mutants/test-time-model-adaptation.C04--wrong-theta-sort-0.sexp	test-time-model-adaptation.C04	signature	wrong-theta-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16913	7431	9482	1032059	4450810
fixtures/mutants/adaptive-pruning.C04--wrong-theta-sort-0.sexp	adaptive-pruning.C04	signature	wrong-theta-sort	reject-R2	reject-R2	true	policy	true	true	true	-	17054	7431	9623	473288	4933899
fixtures/mutants/bam.C05--wrong-theta-sort-0.sexp	bam.C05	signature	wrong-theta-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16782	7431	9351	475929	4149125
fixtures/mutants/fre.C04--wrong-theta-sort-0.sexp	fre.C04	signature	wrong-theta-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16865	7431	9434	470588	4325819
fixtures/mutants/rebench-rust_codecontests.C02--wrong-theta-sort-0.sexp	rebench-rust_codecontests.C02	signature	wrong-theta-sort	reject-R2	reject-R2	true	policy	true	true	true	-	16634	7431	9203	838165	3965882
fixtures/mutants/self-expansion.C04--out-of-scope-var-0.sexp	self-expansion.C04	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	true	policy	true	true	true	-	16422	7446	8976	493619	4362399
fixtures/mutants/robust-clip.C03--out-of-scope-var-0.sexp	robust-clip.C03	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	true	policy	true	true	true	-	16390	7446	8944	498709	5263185
fixtures/mutants/robust-clip.C07--out-of-scope-var-0.sexp	robust-clip.C07	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	true	policy	true	true	true	-	16448	7446	9002	482459	5030511
fixtures/mutants/sapg.C06--out-of-scope-var-0.sexp	sapg.C06	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	true	policy	true	true	true	-	16438	7446	8992	1141801	4774757
fixtures/mutants/self-composing-policies.C01--out-of-scope-var-0.sexp	self-composing-policies.C01	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	true	policy	true	true	true	-	16607	7446	9161	1215031	4277168
fixtures/mutants/mechanistic-understanding.C02--out-of-scope-var-0.sexp	mechanistic-understanding.C02	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	true	policy	true	true	true	-	16491	7446	9045	1242592	4405269
fixtures/mutants/rebench-rust_codecontests.C02--out-of-scope-var-0.sexp	rebench-rust_codecontests.C02	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	true	policy	true	true	true	-	16670	7446	9224	1061299	4395960
fixtures/mutants/test-time-model-adaptation.C05--out-of-scope-var-0.sexp	test-time-model-adaptation.C05	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	true	policy	true	true	true	-	16482	7446	9036	1152390	4163646
fixtures/mutants/lbcs.C03--out-of-scope-var-0.sexp	lbcs.C03	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	true	policy	true	true	true	-	16226	7446	8780	330596	4065813
fixtures/mutants/bam.C06--out-of-scope-var-0.sexp	bam.C06	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	true	policy	true	true	true	-	16337	7446	8891	1200352	4819727
fixtures/mutants/self-composing-policies.C04--out-of-scope-var-0.sexp	self-composing-policies.C04	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	true	policy	true	true	true	-	16484	7446	9038	1338594	4450391
fixtures/mutants/all-in-one.C06--out-of-scope-var-0.sexp	all-in-one.C06	hidden-policy-extension	out-of-scope-var	reject-R12	reject-R12	true	policy	true	true	true	-	16504	7446	9058	1253752	3863080
fixtures/mutants/sapg.C06--duplicate-backend-0.sexp	sapg.C06	certificate-tampering	duplicate-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16438	7431	9007	24901	3968322
fixtures/mutants/semantic-self-consistency.C03--duplicate-backend-0.sexp	semantic-self-consistency.C03	certificate-tampering	duplicate-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16518	7431	9087	24240	4210487
fixtures/mutants/self-expansion.C04--duplicate-backend-0.sexp	self-expansion.C04	certificate-tampering	duplicate-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16422	7431	8991	22081	4252757
fixtures/mutants/all-in-one.C01--duplicate-backend-0.sexp	all-in-one.C01	certificate-tampering	duplicate-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16439	7431	9008	9670	4184196
fixtures/mutants/adaptive-pruning.C03--duplicate-backend-0.sexp	adaptive-pruning.C03	certificate-tampering	duplicate-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16592	7431	9161	11220	4060724
fixtures/mutants/stochastic-interpolants.C01--duplicate-backend-0.sexp	stochastic-interpolants.C01	certificate-tampering	duplicate-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16312	7431	8881	9040	3809469
fixtures/mutants/pinn.C01--duplicate-backend-0.sexp	pinn.C01	certificate-tampering	duplicate-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16729	7431	9298	21561	3741148
fixtures/mutants/bbox.C04--duplicate-backend-0.sexp	bbox.C04	certificate-tampering	duplicate-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16404	7431	8973	21550	4038724
fixtures/mutants/all-in-one.C05--duplicate-backend-0.sexp	all-in-one.C05	certificate-tampering	duplicate-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16357	7431	8926	8811	3716887
fixtures/mutants/fre.C04--duplicate-backend-0.sexp	fre.C04	certificate-tampering	duplicate-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16896	7431	9465	8840	4095615
fixtures/mutants/sapg.C02--duplicate-backend-0.sexp	sapg.C02	certificate-tampering	duplicate-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16441	7431	9010	9300	3518294
fixtures/mutants/stay-on-topic-with-classifier-free-guidance.C05--duplicate-backend-0.sexp	stay-on-topic-with-classifier-free-guidance.C05	certificate-tampering	duplicate-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16372	7431	8941	21260	4161396
fixtures/mutants/pinn.C03--unknown-backend-0.sexp	pinn.C03	certificate-tampering	unknown-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16452	7431	9021	10270	4060173
fixtures/mutants/bbox.C05--unknown-backend-0.sexp	bbox.C05	certificate-tampering	unknown-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16454	7431	9023	24620	3856821
fixtures/mutants/rebench-restricted_mlm.C14--unknown-backend-0.sexp	rebench-restricted_mlm.C14	certificate-tampering	unknown-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16698	7431	9267	9790	4356669
fixtures/mutants/rebench-rust_codecontests.C09--unknown-backend-0.sexp	rebench-rust_codecontests.C09	certificate-tampering	unknown-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16365	7431	8934	9800	4014543
fixtures/mutants/lbcs.C05--unknown-backend-0.sexp	lbcs.C05	certificate-tampering	unknown-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16462	7431	9031	9680	3743428
fixtures/mutants/pinn.C05--unknown-backend-0.sexp	pinn.C05	certificate-tampering	unknown-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16412	7431	8981	9510	4066064
fixtures/mutants/bridging-data-gaps.C05--unknown-backend-0.sexp	bridging-data-gaps.C05	certificate-tampering	unknown-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16426	7431	8995	9440	4069484
fixtures/mutants/all-in-one.C03--unknown-backend-0.sexp	all-in-one.C03	certificate-tampering	unknown-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16374	7431	8943	22821	4039253
fixtures/mutants/semantic-self-consistency.C05--unknown-backend-0.sexp	semantic-self-consistency.C05	certificate-tampering	unknown-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16336	7431	8905	10621	3964162
fixtures/mutants/adaptive-pruning.C03--unknown-backend-0.sexp	adaptive-pruning.C03	certificate-tampering	unknown-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16601	7431	9170	25891	3791328
fixtures/mutants/ftrl.C01--unknown-backend-0.sexp	ftrl.C01	certificate-tampering	unknown-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16467	7431	9036	9930	4447641
fixtures/mutants/sapg.C06--unknown-backend-0.sexp	sapg.C06	certificate-tampering	unknown-backend	reject-R13	reject-R13	true	replay	true	true	true	-	16447	7431	9016	21890	4307909
fixtures/mutants/bam.C05--drop-support-0.sexp	bam.C05	accept-verdict	drop-support	accept-gap	accept-gap	true	-	-	-	true	-	16471	7431	9040	1175452	4696445
fixtures/mutants/bam.C05--attach-undercut-0.sexp	bam.C05	accept-verdict	attach-undercut	accept-defeated	accept-defeated	true	-	-	-	true	-	16989	7431	9558	525860	4986381
fixtures/mutants/bam.C05--quarantine-attacker-0.sexp	bam.C05	accept-verdict	quarantine-attacker	accept-evidence-blocked	accept-evidence-blocked	true	-	-	-	true	-	17247	7431	9816	527960	4208447
fixtures/mutants/bam.C05--attach-rebut-cycle-0.sexp	bam.C05	accept-verdict	attach-rebut-cycle	accept-contested	accept-all-contested	true	-	-	-	true	-	17274	7659	9615	563070	4403320
fixtures/mutants/bam.C05--attach-undermine-0.sexp	bam.C05	accept-verdict	attach-undermine	accept-defeated	accept-defeated	true	-	-	-	true	-	17354	7699	9655	514929	4271778
fixtures/mutants/bam.C05--attach-reinstate-0.sexp	bam.C05	accept-verdict	attach-reinstate	accept-justified	accept-justified	true	-	-	-	true	-	17548	7739	9809	545480	4765927
fixtures/mutants/fre.C01--drop-support-0.sexp	fre.C01	accept-verdict	drop-support	accept-gap	accept-gap	true	-	-	-	true	-	16468	7431	9037	880216	4392750
fixtures/mutants/fre.C01--attach-undercut-0.sexp	fre.C01	accept-verdict	attach-undercut	accept-defeated	accept-defeated	true	-	-	-	true	-	16982	7431	9551	518579	4337138
fixtures/mutants/fre.C01--quarantine-attacker-0.sexp	fre.C01	accept-verdict	quarantine-attacker	accept-evidence-blocked	accept-evidence-blocked	true	-	-	-	true	-	17238	7431	9807	570990	4680125
fixtures/mutants/fre.C01--attach-rebut-cycle-0.sexp	fre.C01	accept-verdict	attach-rebut-cycle	accept-contested	accept-all-contested	true	-	-	-	true	-	17267	7657	9610	553160	4281048
fixtures/mutants/fre.C01--attach-undermine-0.sexp	fre.C01	accept-verdict	attach-undermine	accept-defeated	accept-defeated	true	-	-	-	true	-	17343	7695	9648	560851	4522242
fixtures/mutants/fre.C01--attach-reinstate-0.sexp	fre.C01	accept-verdict	attach-reinstate	accept-justified	accept-justified	true	-	-	-	true	-	17541	7737	9804	1298024	4722525
fixtures/mutants/pinn.C01--drop-support-0.sexp	pinn.C01	accept-verdict	drop-support	accept-gap	accept-gap	true	-	-	-	true	-	16446	7431	9015	513029	4168525
fixtures/mutants/pinn.C01--attach-undercut-0.sexp	pinn.C01	accept-verdict	attach-undercut	accept-defeated	accept-defeated	true	-	-	-	true	-	16914	7431	9483	532520	4180016
fixtures/mutants/pinn.C01--quarantine-attacker-0.sexp	pinn.C01	accept-verdict	quarantine-attacker	accept-evidence-blocked	accept-evidence-blocked	true	-	-	-	true	-	17163	7431	9732	528960	4203296
fixtures/mutants/pinn.C01--attach-rebut-cycle-0.sexp	pinn.C01	accept-verdict	attach-rebut-cycle	accept-contested	accept-all-contested	true	-	-	-	true	-	17573	7990	9583	535700	4120555
fixtures/mutants/pinn.C01--attach-undermine-0.sexp	pinn.C01	accept-verdict	attach-undermine	accept-defeated	accept-defeated	true	-	-	-	true	-	17183	7628	9555	523869	5003471
fixtures/mutants/pinn.C01--attach-reinstate-0.sexp	pinn.C01	accept-verdict	attach-reinstate	accept-justified	accept-justified	true	-	-	-	true	-	17473	7733	9740	1247973	4521312
fixtures/mutants/rice.C01--drop-support-0.sexp	rice.C01	accept-verdict	drop-support	accept-gap	accept-gap	true	-	-	-	true	-	16364	7431	8933	478829	4297768
fixtures/mutants/rice.C01--attach-undercut-0.sexp	rice.C01	accept-verdict	attach-undercut	accept-defeated	accept-defeated	true	-	-	-	true	-	16769	7431	9338	462078	4444150
fixtures/mutants/rice.C01--quarantine-attacker-0.sexp	rice.C01	accept-verdict	quarantine-attacker	accept-evidence-blocked	accept-evidence-blocked	true	-	-	-	true	-	16985	7431	9554	1255073	4188656
fixtures/mutants/rice.C01--attach-rebut-cycle-0.sexp	rice.C01	accept-verdict	attach-rebut-cycle	accept-contested	accept-all-contested	true	-	-	-	true	-	17336	7871	9465	426208	4174266
fixtures/mutants/rice.C01--attach-undermine-0.sexp	rice.C01	accept-verdict	attach-undermine	accept-defeated	accept-defeated	true	-	-	-	true	-	17041	7611	9430	898786	4778707
fixtures/mutants/rice.C01--attach-reinstate-0.sexp	rice.C01	accept-verdict	attach-reinstate	accept-justified	accept-justified	true	-	-	-	true	-	17328	7702	9626	534499	4393699
fixtures/mutants/sample-specific-masks.C05--drop-support-0.sexp	sample-specific-masks.C05	accept-verdict	drop-support	accept-gap	accept-gap	true	-	-	-	true	-	16434	7431	9003	509369	3753578
